Rank,Route_ID,Zone_ID,Location,Score,Households,Conversion_Rate,Saturation,Freshness,Daily_kWh,Expected_Closes,Latitude,Longitude,Priority
711,1057,50,Rural,66.4,150,45%,5%,95%,648000,67.5,37.2876,-78.8100,FRESH
712,1204,96,Rural,66.4,150,45%,5%,95%,648000,67.5,37.1888,-76.9043,FRESH
713,1205,96,Rural,66.4,150,45%,5%,95%,648000,67.5,37.1888,-76.9043,FRESH
714,1206,96,Rural,66.4,150,45%,5%,95%,648000,67.5,37.1888,-76.9043,FRESH
715,1480,274,Ashland,66.4,150,45%,5%,95%,648000,67.5,37.6669,-77.4427,FRESH
716,1398,210,Fredericksburg,66.2,150,49%,30%,70%,705600,73.5,38.3195,-77.4970,MODERATE
717,1460,262,Rural,66.2,150,45%,5%,95%,648000,67.5,38.4757,-78.9469,FRESH
718,1287,123,Newport News,66.2,150,43%,45%,55%,619200,64.5,37.0534,-76.3985,MODERATE
719,1288,123,Newport News,66.2,150,43%,45%,55%,619200,64.5,37.0534,-76.3985,MODERATE
720,1372,190,Rural,66.1,150,45%,5%,95%,648000,67.5,38.1011,-76.8227,FRESH
721,992,37,Rural,66.1,150,45%,5%,95%,648000,67.5,37.0015,-79.3817,FRESH
722,993,37,Rural,66.1,150,45%,5%,95%,648000,67.5,37.0015,-79.3817,FRESH
723,994,37,Rural,66.1,150,45%,5%,95%,648000,67.5,37.0015,-79.3817,FRESH
724,995,37,Rural,66.1,150,45%,5%,95%,648000,67.5,37.0015,-79.3817,FRESH
725,996,37,Rural,66.1,150,45%,5%,95%,648000,67.5,37.0015,-79.3817,FRESH
726,997,37,Rural,66.1,150,45%,5%,95%,648000,67.5,37.0015,-79.3817,FRESH
727,998,37,Rural,66.1,150,45%,5%,95%,648000,67.5,37.0015,-79.3817,FRESH
728,1343,170,Fairfax,66.1,150,35%,5%,95%,504000,52.5,38.9296,-77.2200,FRESH
729,1344,170,Fairfax,66.1,150,35%,5%,95%,504000,52.5,38.9296,-77.2200,FRESH
730,1393,205,Rural,66.1,150,45%,5%,95%,648000,67.5,37.5522,-76.3234,FRESH
731,1066,53,Rural,66.0,150,45%,5%,95%,648000,67.5,37.7957,-76.4382,FRESH
732,1067,53,Rural,66.0,150,45%,5%,95%,648000,67.5,37.7957,-76.4382,FRESH
733,1068,53,Rural,66.0,150,45%,5%,95%,648000,67.5,37.7957,-76.4382,FRESH
734,1069,53,Rural,66.0,150,45%,5%,95%,648000,67.5,37.7957,-76.4382,FRESH
735,1070,53,Rural,66.0,150,45%,5%,95%,648000,67.5,37.7957,-76.4382,FRESH
736,1395,207,Rural,66.0,150,45%,5%,95%,648000,67.5,38.9847,-77.7461,FRESH
737,1332,161,Rural,65.9,150,45%,5%,95%,648000,67.5,37.2484,-77.7772,FRESH
738,1303,138,Rural,65.9,150,45%,5%,95%,648000,67.5,37.5851,-79.7891,FRESH
739,1259,114,Rural,65.8,150,45%,5%,95%,648000,67.5,38.7013,-78.6266,FRESH
740,1260,114,Rural,65.8,150,45%,5%,95%,648000,67.5,38.7013,-78.6266,FRESH
741,1261,114,Rural,65.8,150,45%,5%,95%,648000,67.5,38.7013,-78.6266,FRESH
742,1007,39,Rural,65.8,150,45%,5%,95%,648000,67.5,36.9234,-78.6730,FRESH
743,1008,39,Rural,65.8,150,45%,5%,95%,648000,67.5,36.9234,-78.6730,FRESH
744,1009,39,Rural,65.8,150,45%,5%,95%,648000,67.5,36.9234,-78.6730,FRESH
745,1010,39,Rural,65.8,150,45%,5%,95%,648000,67.5,36.9234,-78.6730,FRESH
746,1011,39,Rural,65.8,150,45%,5%,95%,648000,67.5,36.9234,-78.6730,FRESH
747,1012,39,Rural,65.8,150,45%,5%,95%,648000,67.5,36.9234,-78.6730,FRESH
748,1389,202,Rural,65.7,150,45%,5%,95%,648000,67.5,37.7871,-78.2470,FRESH
749,1178,85,Rural,65.7,150,45%,5%,95%,648000,67.5,37.9978,-78.0231,FRESH
750,1179,85,Rural,65.7,150,45%,5%,95%,648000,67.5,37.9978,-78.0231,FRESH
751,1180,85,Rural,65.7,150,45%,5%,95%,648000,67.5,37.9978,-78.0231,FRESH
752,1296,131,Rural,65.7,150,45%,5%,95%,648000,67.5,38.4118,-78.6176,FRESH
753,1294,129,Rural,65.7,150,45%,5%,95%,648000,67.5,37.6012,-78.2039,FRESH
754,1422,230,Rural,65.6,150,45%,5%,95%,648000,67.5,37.2792,-79.1762,FRESH
755,1421,229,Rural,65.6,150,45%,5%,95%,648000,67.5,37.1382,-79.0772,FRESH
756,1364,185,Fredericksburg,65.6,150,49%,30%,70%,705600,73.5,38.2930,-77.4373,MODERATE
757,1314,147,Herndon,65.6,150,35%,5%,95%,504000,52.5,38.9582,-77.3963,FRESH
758,1201,95,Sterling,65.6,150,35%,5%,95%,504000,52.5,39.0573,-77.4419,FRESH
759,1202,95,Sterling,65.6,150,35%,5%,95%,504000,52.5,39.0573,-77.4419,FRESH
760,1203,95,Sterling,65.6,150,35%,5%,95%,504000,52.5,39.0573,-77.4419,FRESH
761,1396,208,Rural,65.5,150,45%,5%,95%,648000,67.5,38.5024,-78.1554,FRESH
762,1323,154,Rural,65.4,150,45%,5%,95%,648000,67.5,36.8364,-79.4439,FRESH
763,1418,227,Rural,65.4,150,45%,5%,95%,648000,67.5,38.6646,-77.8278,FRESH
764,1277,120,Manassas,65.3,150,40%,5%,95%,576000,60.0,38.7391,-77.5476,FRESH
765,1278,120,Manassas,65.3,150,40%,5%,95%,576000,60.0,38.7391,-77.5476,FRESH
766,1279,120,Manassas,65.3,150,40%,5%,95%,576000,60.0,38.7391,-77.5476,FRESH
767,1166,80,Rural,65.2,150,45%,5%,95%,648000,67.5,37.4074,-76.4120,FRESH
768,1167,80,Rural,65.2,150,45%,5%,95%,648000,67.5,37.4074,-76.4120,FRESH
769,1168,80,Rural,65.2,150,45%,5%,95%,648000,67.5,37.4074,-76.4120,FRESH
770,1309,143,Rural,65.1,150,45%,5%,95%,648000,67.5,38.0000,-78.8586,FRESH
771,1392,204,Rural,65.1,150,45%,5%,95%,648000,67.5,38.3634,-78.0454,FRESH
772,1404,215,Fredericksburg,64.9,150,49%,30%,70%,705600,73.5,38.2776,-77.5293,MODERATE
773,1492,283,Sterling,64.7,150,35%,5%,95%,504000,52.5,39.0292,-77.4106,FRESH
774,1493,283,Sterling,64.7,150,35%,5%,95%,504000,52.5,39.0292,-77.4106,FRESH
775,1324,155,Fairfax,64.2,150,35%,5%,95%,504000,52.5,38.6799,-77.2634,FRESH
776,1280,121,Fairfax,64.0,150,35%,5%,95%,504000,52.5,38.6649,-77.2827,FRESH
777,1281,121,Fairfax,64.0,150,35%,5%,95%,504000,52.5,38.6649,-77.2827,FRESH
778,1282,121,Fairfax,64.0,150,35%,5%,95%,504000,52.5,38.6649,-77.2827,FRESH
779,1266,116,Alexandria,63.8,150,40%,5%,95%,576000,60.0,38.6919,-77.1567,FRESH
780,1267,116,Alexandria,63.8,150,40%,5%,95%,576000,60.0,38.6919,-77.1567,FRESH
781,1268,116,Alexandria,63.8,150,40%,5%,95%,576000,60.0,38.6919,-77.1567,FRESH
782,1269,117,Fredericksburg,63.7,150,49%,30%,70%,705600,73.5,38.4048,-77.4281,MODERATE
783,1270,117,Fredericksburg,63.7,150,49%,30%,70%,705600,73.5,38.4048,-77.4281,MODERATE
784,1271,117,Fredericksburg,63.7,150,49%,30%,70%,705600,73.5,38.4048,-77.4281,MODERATE
785,1103,62,Newport News,63.5,150,43%,45%,55%,619200,64.5,37.0972,-76.4211,MODERATE
786,1104,62,Newport News,63.5,150,43%,45%,55%,619200,64.5,37.0972,-76.4211,MODERATE
787,1105,62,Newport News,63.5,150,43%,45%,55%,619200,64.5,37.0972,-76.4211,MODERATE
788,1399,211,Sterling,63.5,150,35%,5%,95%,504000,52.5,39.1084,-77.5766,FRESH
789,1435,242,Fairfax,63.3,150,35%,5%,95%,504000,52.5,38.8807,-77.2052,FRESH
790,1313,146,Manassas,63.1,150,40%,5%,95%,576000,60.0,38.8089,-77.5846,FRESH
791,1348,173,Hampton,62.9,150,48%,40%,60%,691200,72.0,37.0654,-76.3798,MODERATE
792,729,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
793,730,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
794,731,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
795,732,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
796,733,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
797,734,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
798,735,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
799,736,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
800,737,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
801,738,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
802,739,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
803,740,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
804,741,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
805,742,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
806,743,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
807,744,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
808,745,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
809,746,14,Fredericksburg,62.6,150,49%,30%,70%,705600,73.5,38.2720,-77.4568,MODERATE
810,1414,223,Fredericksburg,62.5,150,49%,30%,70%,705600,73.5,38.2539,-77.1693,MODERATE
811,955,33,Fredericksburg,62.4,150,49%,30%,70%,705600,73.5,38.1601,-77.5916,MODERATE
812,956,33,Fredericksburg,62.4,150,49%,30%,70%,705600,73.5,38.1601,-77.5916,MODERATE
813,957,33,Fredericksburg,62.4,150,49%,30%,70%,705600,73.5,38.1601,-77.5916,MODERATE
814,958,33,Fredericksburg,62.4,150,49%,30%,70%,705600,73.5,38.1601,-77.5916,MODERATE
815,959,33,Fredericksburg,62.4,150,49%,30%,70%,705600,73.5,38.1601,-77.5916,MODERATE
